business_id,business_category,business_age_months,data_confidence_level,history_start_month,monthly_revenue_m1,ussd_transaction_count_m1,mobile_money_frequency_m1,airtime_topup_regularity_m1,card_payment_volume_m1,settlement_consistency_m1,refund_rate_m1,monthly_revenue_m2,ussd_transaction_count_m2,mobile_money_frequency_m2,airtime_topup_regularity_m2,card_payment_volume_m2,settlement_consistency_m2,refund_rate_m2,monthly_revenue_m3,ussd_transaction_count_m3,mobile_money_frequency_m3,airtime_topup_regularity_m3,card_payment_volume_m3,settlement_consistency_m3,refund_rate_m3,monthly_revenue_m4,ussd_transaction_count_m4,mobile_money_frequency_m4,airtime_topup_regularity_m4,card_payment_volume_m4,settlement_consistency_m4,refund_rate_m4,monthly_revenue_m5,ussd_transaction_count_m5,mobile_money_frequency_m5,airtime_topup_regularity_m5,card_payment_volume_m5,settlement_consistency_m5,refund_rate_m5,monthly_revenue_m6,ussd_transaction_count_m6,mobile_money_frequency_m6,airtime_topup_regularity_m6,card_payment_volume_m6,settlement_consistency_m6,refund_rate_m6
NG-SME-03069,retail,39,high,11,764418.73,206,129,0.901,21,0.8,3.92,955220.48,223,199,0.61,22,0.6,2.23,498417.99,149,108,0.716,19,1.5,1.87,571545.86,196,136,0.827,15,0.8,2.04,811517.85,174,129,0.699,23,1.0,2.54,907157.21,158,175,0.737,21,0.8,2.59
NG-SME-03070,services,18,high,8,854368.44,289,289,0.557,29,2.6,3.03,772863.84,229,162,0.509,33,2.3,2.84,968014.53,264,261,0.509,17,2.1,2.34,1300738.25,281,272,0.414,51,1.2,2.71,1064923.13,327,246,0.236,48,2.5,3.08,732091.78,196,176,0.514,34,2.0,2.63
NG-SME-03071,retail,19,high,5,838426.9,209,162,0.614,27,1.5,1.74,787142.76,213,165,0.789,26,0.5,2.61,823493.74,314,148,0.563,20,2.1,2.69,557947.78,226,155,0.552,21,0.5,1.51,616980.53,232,106,0.768,25,0.5,2.44,649348.72,207,124,0.813,30,1.5,1.63
NG-SME-03072,food,110,high,4,400385.45,213,247,0.696,40,2.1,3.1,358710.04,232,246,0.489,29,1.7,1.86,296250.03,311,206,0.796,34,2.4,2.53,411229.04,296,234,0.67,34,1.6,1.6,351865.95,309,218,0.668,32,2.4,0.88,318075.75,191,162,0.587,21,1.3,1.05
NG-SME-03073,retail,56,high,12,375511.48,96,270,0.741,13,3.0,1.46,232484.73,71,141,0.969,9,1.7,1.52,288246.03,79,196,0.659,11,2.2,2.82,333986.05,92,211,0.782,10,1.5,2.58,298089.36,82,255,0.799,16,2.5,2.59,255347.41,87,248,0.569,13,1.6,2.0
NG-SME-03074,services,26,high,4,922726.02,268,199,0.592,39,0.9,3.16,860346.57,272,140,0.385,34,1.0,3.12,1075738.16,388,211,0.518,33,1.5,4.37,954105.06,387,178,0.263,49,1.6,2.88,844367.84,226,171,0.419,31,1.5,2.0,716218.47,203,154,0.601,31,1.5,1.68
NG-SME-03075,food,25,high,1,407513.62,251,138,0.722,7,1.4,3.16,524421.7,303,195,0.502,15,2.3,2.52,449716.04,329,174,0.656,13,2.3,1.21,544181.26,260,125,0.662,13,1.8,2.0,506460.15,275,146,0.694,10,1.7,1.39,616627.69,300,181,0.761,15,2.2,1.95
NG-SME-03076,services,86,high,6,526101.69,235,302,0.478,16,0.5,3.45,505229.88,238,197,0.284,20,0.6,2.03,445215.84,206,199,0.562,10,1.3,3.11,314626.32,199,189,0.51,14,0.5,4.28,413135.88,202,226,0.43,14,0.5,4.0,431838.58,270,247,0.327,20,1.1,3.83
NG-SME-03077,transport,26,high,12,433581.65,236,61,0.844,9,1.4,1.1,220632.93,138,34,0.81,6,1.4,0.98,306125.15,125,40,0.582,5,0.7,0.63,324933.94,172,38,0.919,8,0.5,2.67,371357.34,183,45,0.878,8,1.3,2.22,324493.31,160,51,0.791,9,0.5,0.53
NG-SME-03078,food,36,high,1,477774.27,111,147,0.483,39,1.5,0.51,594844.47,130,163,0.666,45,1.3,1.51,692930.59,149,190,0.531,23,0.6,2.2,745278.38,132,266,0.513,54,0.8,2.58,506293.83,146,160,0.479,51,1.2,1.04,654600.36,145,207,0.729,52,1.1,2.0
NG-SME-03079,food,15,high,12,350980.46,324,176,0.627,32,0.9,1.64,273097.97,271,85,0.819,9,0.5,1.84,266309.92,252,125,0.575,28,0.8,2.91,320792.88,259,128,0.615,17,1.5,2.63,301521.35,306,117,0.434,19,1.1,1.23,250077.77,311,131,0.615,19,0.7,1.44
NG-SME-03080,transport,54,high,7,362826.52,457,96,0.78,5,1.7,0.81,316016.47,307,56,0.974,5,2.4,0.56,273627.59,394,61,1.0,5,1.7,1.03,297943.83,315,73,1.0,3,1.9,0.85,352404.42,477,71,0.835,7,2.2,1.64,399398.85,394,101,0.852,7,2.1,0.0
NG-SME-03081,retail,35,high,5,754101.19,329,200,0.665,32,0.5,3.68,997515.38,372,199,0.583,56,1.2,1.59,988099.37,440,278,0.633,39,0.5,1.2,882572.61,335,225,0.86,27,1.4,3.02,787660.18,255,187,0.804,31,0.5,3.08,820519.4,324,233,0.885,26,1.7,2.44
NG-SME-03082,retail,46,high,9,439270.99,302,78,0.583,17,0.6,1.48,470986.64,447,88,0.587,16,0.5,1.44,606547.9,382,106,0.878,24,1.0,3.96,620222.17,489,103,0.705,19,0.9,2.46,373959.73,258,68,0.674,15,1.1,1.99,538411.46,359,78,0.719,19,0.5,2.6
NG-SME-03083,food,52,high,2,269341.31,350,49,0.55,12,1.1,1.17,232159.24,455,61,0.646,23,1.7,0.9,296033.46,418,78,0.616,17,1.5,2.23,247202.24,367,59,0.87,20,0.9,1.56,370120.06,422,67,0.568,17,0.5,4.11,327777.43,587,79,0.649,18,0.5,1.25
NG-SME-03084,services,23,high,6,1112305.46,256,96,0.454,8,1.0,2.78,1147848.2,241,129,0.397,16,0.7,5.22,819206.59,168,108,0.682,14,0.6,3.37,788755.03,207,98,0.553,12,0.5,2.98,909745.36,226,98,0.274,11,0.5,2.53,998693.56,249,119,0.519,9,1.2,3.13
NG-SME-03085,food,18,high,4,660884.11,382,244,0.661,26,3.5,1.59,563639.49,329,216,0.611,21,3.0,0.53,817472.91,475,242,0.65,26,3.7,1.58,684420.1,459,280,0.575,32,3.3,1.19,513145.23,416,178,0.651,15,2.3,0.72,554168.89,367,185,0.6,14,3.7,1.27
NG-SME-03086,food,36,high,3,297620.02,140,218,0.681,15,1.0,1.79,298479.06,159,187,0.619,25,1.7,0.09,321932.01,156,175,0.58,24,0.8,3.69,335386.55,172,273,0.676,28,2.3,3.33,405368.75,208,246,0.815,27,1.3,1.03,276432.27,169,162,0.672,22,0.5,1.91
NG-SME-03087,services,11,medium,7,1297141.34,291,275,0.38,61,2.1,3.74,1090224.81,201,172,0.436,34,1.3,3.95,858678.99,190,184,0.608,26,0.7,3.23,985829.09,170,172,0.35,22,0.8,2.41,1157553.36,246,195,0.461,36,1.0,4.2,1378634.15,295,255,0.349,51,0.8,2.67
NG-SME-03088,services,24,high,10,538105.87,312,261,0.449,11,0.5,3.61,651388.52,437,246,0.503,15,0.5,4.35,675446.95,362,301,0.368,23,2.1,2.94,438097.94,278,188,0.606,14,1.5,3.44,531031.28,273,178,0.481,10,0.9,3.1,530441.66,362,236,0.43,17,1.5,3.77
NG-SME-03089,retail,50,high,8,865850.75,393,59,0.662,42,1.1,2.32,719117.37,331,63,0.859,34,0.9,1.9,831382.69,388,74,0.863,45,0.7,2.02,1016034.28,362,86,0.873,36,1.3,3.07,1054751.9,528,61,0.707,47,1.3,2.23,698631.24,271,53,0.879,40,0.5,1.42
NG-SME-03090,transport,16,high,9,235590.18,71,201,0.821,41,2.4,1.86,237855.93,81,236,0.887,36,1.2,2.17,264500.05,97,323,0.828,51,1.0,0.48,349632.99,102,327,0.84,39,0.8,1.22,225678.81,80,203,0.919,31,0.6,1.73,268082.44,83,263,0.875,34,1.3,0.0
NG-SME-03091,retail,127,high,11,457901.69,566,330,0.727,17,0.7,1.07,502434.63,588,223,0.558,24,0.8,1.36,323638.2,315,248,0.876,20,1.8,2.29,345536.06,416,240,0.757,25,0.5,3.26,365269.91,326,264,0.539,22,0.5,2.8,373181.79,518,262,0.8,26,1.7,2.35
NG-SME-03092,transport,19,high,3,584889.12,261,81,0.736,39,0.7,0.44,637218.14,314,86,0.89,51,1.5,0.8,467492.47,242,81,0.78,39,1.3,1.13,595615.9,352,95,0.788,41,1.8,1.33,643192.69,344,98,0.786,45,0.5,0.0,565347.12,265,70,0.922,52,0.7,2.88
NG-SME-03093,services,28,high,1,973732.15,82,108,0.397,24,0.9,2.76,1265187.44,155,166,0.507,25,1.1,2.14,775353.43,117,199,0.443,34,0.5,4.3,1191392.57,105,181,0.549,32,1.0,3.82,989006.64,133,152,0.586,33,1.4,4.0,1417908.95,138,270,0.368,22,0.9,3.97
NG-SME-03094,services,48,high,5,909043.56,85,229,0.393,10,1.9,4.35,1160074.27,107,236,0.439,19,2.4,1.88,849735.58,107,243,0.355,13,1.7,1.28,571660.71,87,195,0.545,10,1.5,1.89,910628.09,77,199,0.256,13,2.9,1.51,850415.21,108,193,0.579,19,2.2,3.66
NG-SME-03095,services,22,high,8,1026114.85,307,139,0.307,13,0.9,2.43,938787.41,254,113,0.319,11,1.9,2.42,1084655.79,308,212,0.377,13,1.1,2.67,1511986.13,536,182,0.374,15,0.5,3.46,1672092.75,488,212,0.25,19,0.5,2.0,1085409.65,270,145,0.487,10,0.5,3.51
NG-SME-03096,services,95,high,10,451248.23,343,73,0.419,5,0.5,2.59,587182.98,438,82,0.369,8,1.5,2.95,481313.18,441,84,0.384,7,1.2,1.84,398750.3,190,60,0.545,5,1.6,3.22,473455.6,409,42,0.342,7,0.5,2.7,574060.46,327,65,0.375,9,0.5,5.65
NG-SME-03097,retail,25,high,8,832584.79,135,34,0.932,2,0.6,1.64,603099.23,101,44,0.63,2,1.0,1.55,674550.41,141,41,0.954,2,1.7,3.59,777832.35,149,37,0.84,3,1.5,4.0,945215.57,170,61,0.75,3,1.4,2.26,617001.27,102,37,0.676,2,1.3,2.58
NG-SME-03098,food,11,medium,3,304885.65,187,183,0.453,14,1.1,4.01,424881.28,243,191,0.72,14,0.7,2.74,334327.03,199,151,0.766,23,1.1,0.85,380821.05,242,203,0.527,18,1.6,1.55,397295.57,247,224,0.703,24,1.4,2.97,318135.27,162,191,0.77,25,0.9,1.7
NG-SME-03099,retail,6,medium,11,761408.02,344,67,0.559,36,0.9,2.53,1195723.38,430,87,0.645,30,1.3,3.21,656835.51,301,54,0.723,37,2.1,0.99,794374.05,351,70,0.56,39,1.1,2.08,894058.39,368,75,0.872,36,0.7,2.3,926945.65,409,70,0.593,30,1.6,1.29
NG-SME-03100,services,15,high,10,458637.42,89,268,0.467,28,0.9,2.12,581258.27,81,247,0.599,36,0.5,4.31,621338.97,105,243,0.553,35,0.5,3.11,345651.48,83,195,0.537,14,1.0,3.33,480468.85,92,206,0.631,17,1.2,2.54,516956.63,99,237,0.525,27,0.9,3.32
NG-SME-03101,food,25,high,4,572618.52,106,271,0.787,24,2.6,1.78,488852.03,77,183,0.494,26,2.1,2.07,681608.1,91,271,0.731,31,1.9,1.16,660276.92,105,278,0.549,36,2.8,1.46,468883.69,76,253,0.497,33,1.3,0.89,518798.72,59,193,0.737,26,2.7,0.0
NG-SME-03102,food,180,high,6,589563.55,212,77,0.61,35,1.1,2.49,711103.01,260,59,0.606,12,0.7,2.04,624724.14,230,51,0.598,45,1.3,2.74,477316.57,185,63,0.587,25,1.1,1.68,489068.41,165,70,0.55,39,1.5,2.43,652859.12,230,64,0.659,31,1.3,2.56
NG-SME-03103,food,52,high,8,512349.61,231,128,0.744,25,0.8,1.5,501613.63,200,97,0.52,27,0.6,0.97,553667.45,231,116,0.685,31,1.0,1.72,714857.48,311,140,0.512,30,0.9,1.59,657970.29,327,165,0.543,39,1.0,0.98,487194.42,179,79,0.552,23,1.1,2.21
NG-SME-03104,transport,77,high,12,844644.65,194,227,1.0,53,0.5,1.85,583585.88,118,143,0.694,33,0.5,0.98,668699.61,182,210,0.799,38,0.5,0.58,621806.15,167,204,0.852,43,0.7,1.1,786843.81,200,199,0.845,40,0.8,1.63,693260.64,174,235,1.0,28,1.1,0.74
NG-SME-03105,food,29,high,6,158573.99,389,342,0.584,22,0.8,2.61,182009.35,304,309,0.839,25,0.9,2.41,151676.55,294,259,0.554,21,1.0,0.68,103077.64,194,233,0.714,12,1.0,3.42,147105.33,273,272,0.551,18,1.2,1.94,191398.37,267,283,0.516,27,0.5,1.87
NG-SME-03106,transport,57,high,8,562958.92,168,163,0.778,7,0.5,1.82,424857.28,176,163,0.914,9,1.0,1.8,466420.92,200,220,0.861,9,1.2,1.28,658706.17,179,255,0.852,10,1.7,0.3,793755.48,228,239,0.843,12,1.5,0.31,441382.07,182,192,0.838,8,1.5,0.97
NG-SME-03107,retail,38,high,9,494356.77,224,109,0.841,25,0.9,2.79,516359.7,220,111,0.683,33,1.4,3.68,543036.38,226,130,0.693,43,1.3,3.74,655373.98,252,134,0.758,30,1.9,3.27,503974.37,164,80,0.678,23,0.5,1.94,453592.7,220,118,0.811,17,0.7,1.94
NG-SME-03108,food,42,high,10,283103.78,97,58,0.568,37,2.2,2.37,377705.46,77,68,0.455,50,2.1,3.43,525500.9,110,67,0.408,47,1.1,2.39,311673.35,75,44,0.625,29,3.0,1.95,320277.09,95,69,0.642,49,1.5,1.51,329499.45,98,51,0.622,26,1.7,2.45
NG-SME-03109,retail,99,high,11,406468.88,350,47,0.712,23,0.5,2.86,596224.47,403,53,0.711,32,0.6,3.96,395973.47,278,45,0.897,13,0.5,2.14,412247.44,263,34,0.799,24,1.4,3.57,535451.41,321,58,0.821,22,1.1,2.97,458586.81,345,41,0.899,25,0.6,2.24
NG-SME-03110,retail,9,medium,11,708128.95,236,149,0.808,39,0.5,2.48,825442.37,270,196,0.72,44,1.7,3.86,517538.4,180,78,0.563,22,1.4,1.26,666230.24,209,153,0.918,35,1.7,2.68,653051.12,224,140,0.763,34,2.1,0.9,743767.56,241,149,0.981,29,1.0,2.54
NG-SME-03111,retail,25,high,1,748788.67,178,176,0.923,11,0.9,2.18,887477.31,208,173,0.667,22,0.9,2.38,1001261.6,255,224,0.959,17,1.4,1.82,1010839.06,185,224,0.728,22,0.8,2.26,993230.05,251,191,0.844,9,1.0,1.58,975831.21,246,186,0.824,18,1.3,3.34
NG-SME-03112,retail,6,medium,12,556592.52,479,76,0.913,38,0.7,2.69,424709.24,365,62,0.764,22,1.5,3.94,555023.9,383,60,0.97,32,0.9,2.98,543338.41,428,66,0.465,32,1.3,3.17,559899.93,386,71,0.789,23,1.5,2.69,586767.87,317,75,0.824,23,1.5,2.62
NG-SME-03113,retail,41,high,4,321218.34,149,100,0.8,9,1.4,2.22,270574.09,140,58,0.735,13,2.0,3.15,340878.04,132,95,0.55,15,1.6,2.66,257305.76,168,98,0.807,14,2.4,1.0,226143.09,140,79,0.788,14,2.1,1.38,250021.09,130,78,0.815,12,2.2,3.72
NG-SME-03114,retail,16,high,5,335750.14,121,95,0.661,48,0.7,2.86,338427.24,180,136,0.758,43,0.8,2.68,313362.69,205,145,0.613,56,1.6,1.51,301860.96,113,121,0.605,35,1.1,2.86,311344.36,126,102,0.647,29,1.6,2.09,295600.19,120,113,0.681,33,0.8,2.91
NG-SME-03115,food,55,high,9,252580.91,260,120,0.753,32,2.9,2.41,236414.64,355,125,0.73,27,3.1,0.39,368300.52,344,179,0.526,31,3.5,2.67,396284.6,421,189,0.658,32,2.3,1.17,245563.51,280,110,0.462,30,3.4,2.77,254100.83,305,130,0.777,20,3.1,0.54
NG-SME-03116,services,66,high,11,1477415.76,271,81,0.488,12,1.9,4.23,1326818.0,269,66,0.517,8,1.2,2.56,877912.86,194,41,0.402,7,1.5,2.45,1045183.83,245,53,0.32,10,2.7,3.02,957485.32,258,61,0.452,8,2.8,2.84,1071292.19,268,79,0.405,9,1.5,3.25
NG-SME-03117,retail,21,high,4,701725.42,223,231,0.67,1,1.6,2.09,764907.36,295,158,0.843,2,1.9,3.73,994244.87,277,245,0.849,1,1.3,2.35,943385.4,336,275,0.747,2,2.1,1.41,783395.4,241,200,0.699,3,1.9,2.28,622890.07,176,231,0.63,2,3.2,2.51
NG-SME-03118,services,23,high,4,560227.39,141,223,0.6,27,3.3,2.5,439529.38,172,230,0.18,17,3.1,3.09,628361.44,211,299,0.322,26,3.0,3.11,561316.27,200,257,0.589,26,2.4,4.37,501830.0,187,201,0.358,12,2.0,3.16,446857.26,124,185,0.435,16,2.9,3.04
NG-SME-03119,food,152,high,10,280422.62,192,51,0.626,9,1.2,2.95,273851.09,210,43,0.749,18,1.4,2.71,297306.48,237,59,0.635,22,0.5,3.62,209696.72,223,40,0.564,10,1.0,1.46,265427.16,197,40,0.532,10,1.2,2.06,270184.04,241,48,0.853,13,1.0,2.28
NG-SME-03120,retail,28,high,11,814135.07,275,166,0.672,25,0.8,3.46,1066150.53,268,192,0.923,31,1.2,3.46,648208.52,251,126,0.813,26,1.2,3.22,672683.35,247,138,0.869,30,0.9,2.24,830417.16,255,161,0.915,26,0.9,1.76,943941.34,277,184,0.682,27,0.5,3.52
NG-SME-03121,retail,30,high,1,600574.74,113,168,0.764,26,0.7,3.62,715213.11,120,210,0.753,30,1.2,1.52,686447.99,103,237,0.525,32,0.5,2.3,881784.86,116,303,0.492,34,1.3,1.63,615045.42,103,276,0.715,33,0.5,2.89,772392.31,110,239,0.771,32,1.4,1.12
NG-SME-03122,food,70,high,3,569301.63,191,69,0.567,22,3.1,1.03,654734.26,218,52,0.71,32,1.5,3.81,502426.76,214,59,0.604,33,2.2,0.97,713835.16,205,72,0.493,47,2.1,3.12,619508.69,222,91,0.716,34,1.3,1.27,603451.42,171,56,0.751,32,2.8,2.74
NG-SME-03123,retail,16,high,5,833493.19,164,297,0.744,42,3.0,1.68,954569.49,216,318,0.637,53,3.2,3.88,1094772.48,224,316,0.787,37,2.1,1.94,727430.99,141,214,0.792,53,2.9,2.14,810393.59,170,201,0.591,38,3.0,2.44,733450.03,195,193,0.889,43,3.0,2.1
NG-SME-03124,services,29,high,12,1071335.48,336,336,0.525,31,2.1,3.41,731794.91,179,195,0.405,21,2.2,3.12,784791.99,256,212,0.501,16,2.0,3.21,890165.38,351,263,0.397,16,1.5,4.62,761634.89,273,282,0.525,15,1.3,3.63,829156.92,269,243,0.577,20,1.7,3.89
NG-SME-03125,services,33,high,9,911389.36,243,89,0.371,6,0.5,3.19,1102498.7,297,96,0.43,7,0.8,3.71,1309665.26,271,85,0.373,7,2.2,3.54,1142589.82,376,128,0.435,7,1.0,3.53,763178.78,234,73,0.452,5,1.6,3.98,1027836.6,273,95,0.446,8,1.3,2.39
NG-SME-03126,transport,96,high,5,253600.16,225,214,0.833,42,0.5,0.71,333898.82,324,244,0.932,27,0.8,0.6,290905.12,277,246,0.711,44,1.4,2.04,261617.08,233,180,0.973,38,0.5,2.29,216920.64,207,170,0.818,32,1.3,1.33,255699.06,227,225,0.925,34,1.0,2.51
NG-SME-03127,transport,38,high,8,804827.94,224,126,0.784,19,3.0,1.95,636065.54,167,72,0.865,14,2.5,1.47,688989.76,232,100,0.829,36,3.2,0.75,767356.83,231,144,0.825,31,3.1,0.33,1077719.02,296,180,0.811,33,2.9,2.11,684783.57,195,93,0.75,19,3.2,1.38
NG-SME-03128,transport,52,high,7,710642.22,313,72,0.705,17,1.5,1.49,564427.51,200,36,0.921,11,0.8,0.0,526313.52,202,39,0.854,9,0.9,2.67,591465.81,221,46,0.68,15,0.9,1.77,525622.94,270,52,0.649,13,0.9,0.0,498828.8,348,57,0.82,15,0.7,1.71
NG-SME-03129,retail,23,high,7,1086426.58,165,355,0.745,4,0.9,3.04,840662.6,154,254,0.595,3,1.0,3.08,661968.95,91,236,0.759,3,0.8,2.94,883334.88,111,248,0.702,2,0.5,3.89,1028003.68,163,266,0.6,3,0.7,2.89,1065179.25,176,313,0.722,2,1.3,2.32
NG-SME-03130,retail,36,high,11,417451.38,217,284,0.631,29,3.7,1.55,483629.33,201,324,0.74,39,3.1,1.47,302150.84,148,181,0.783,24,2.7,1.53,363997.97,184,266,0.878,24,2.9,2.63,351915.66,208,250,0.787,31,3.0,2.7,387834.44,207,292,0.543,35,2.7,2.84
NG-SME-03131,transport,68,high,9,448621.13,130,41,0.756,19,1.7,1.18,546448.69,148,50,0.841,24,1.8,0.57,523515.92,217,67,0.82,34,1.9,0.0,707335.54,201,91,0.791,34,1.7,0.55,420142.87,110,52,0.837,20,1.9,1.13,563440.16,162,55,0.945,26,2.1,2.4
NG-SME-03132,retail,21,high,4,680717.84,210,140,0.718,33,0.7,2.62,499333.25,163,123,0.831,39,0.5,3.1,667988.26,239,156,0.781,61,0.5,3.23,726125.88,216,134,0.837,47,0.5,2.06,539146.29,188,151,0.9,56,0.5,3.75,478784.03,178,96,0.811,38,0.9,3.12
NG-SME-03133,food,14,high,6,322500.09,301,116,0.668,38,1.7,1.54,329331.71,355,127,0.718,46,1.7,2.6,300668.74,217,102,0.581,28,0.6,1.26,221114.67,168,80,0.723,31,0.7,1.89,256527.41,218,103,0.588,34,1.3,1.27,296271.29,241,121,0.639,30,0.5,0.74
NG-SME-03134,food,5,low,12,500494.13,410,203,0.565,22,1.6,1.12,342143.95,288,105,0.672,19,0.5,1.23,383751.01,403,131,0.6,16,0.7,0.78,426485.36,327,113,0.58,21,1.0,0.72,416028.45,410,162,0.564,20,0.9,2.98,366170.96,395,120,0.461,24,1.0,0.11
NG-SME-03135,services,30,high,1,914856.6,262,186,0.389,24,1.8,5.25,925120.12,277,229,0.598,29,1.5,2.19,1012200.38,307,215,0.514,17,1.4,3.69,1134259.48,362,202,0.212,31,2.1,2.98,1160255.86,325,197,0.48,27,3.2,3.67,1138996.18,330,253,0.479,28,2.0,2.98
NG-SME-03136,food,8,medium,7,525920.39,326,152,0.83,25,1.5,1.84,480625.42,247,92,0.622,28,0.7,2.18,397538.16,243,114,0.614,21,1.3,2.08,425323.89,212,130,0.815,27,1.3,2.22,563035.57,248,113,0.536,27,1.0,1.89,721322.33,308,159,0.673,28,2.0,2.41
NG-SME-03137,transport,82,high,3,411671.21,475,211,0.906,10,0.7,1.14,533668.93,483,180,0.747,15,1.6,2.15,459908.47,386,181,0.854,20,0.5,2.44,524440.78,449,198,0.768,31,0.9,2.35,518593.61,392,210,0.771,21,1.1,2.12,450668.86,390,194,0.797,18,2.1,1.55
NG-SME-03138,transport,31,high,11,299420.95,91,90,0.775,29,1.1,1.88,349537.35,116,106,1.0,31,0.8,2.41,237473.59,77,76,0.908,19,1.4,0.0,299575.21,62,84,0.949,19,0.7,0.38,250995.31,66,74,0.807,21,1.9,2.22,332825.95,104,79,0.837,26,2.5,1.34
NG-SME-03139,food,36,high,7,248718.82,136,221,0.806,35,1.2,2.15,155290.76,79,178,0.623,32,0.5,0.65,175706.11,126,146,0.564,31,0.7,1.96,202753.97,110,147,0.646,33,1.1,2.91,249708.41,150,197,0.672,24,2.0,0.99,300402.25,139,275,0.782,39,1.0,1.52
NG-SME-03140,retail,120,high,10,345288.05,247,279,0.644,24,0.7,2.98,433063.45,300,181,0.676,42,0.9,2.25,407913.52,211,288,0.829,41,0.5,2.22,333659.64,195,155,0.792,17,1.4,2.99,331295.96,224,224,0.818,26,1.0,2.89,347415.89,309,183,0.649,38,0.8,2.66
NG-SME-03141,retail,50,high,4,754249.05,153,120,0.709,19,3.0,2.14,611013.74,145,103,0.514,16,3.8,2.85,640814.39,161,106,0.721,24,2.9,2.38,620707.95,168,134,0.861,23,3.0,2.52,635182.5,128,85,0.907,16,2.9,0.68,539123.95,122,66,0.837,9,2.5,2.22
NG-SME-03142,food,197,high,4,599305.72,88,50,0.685,21,1.6,0.7,464136.18,75,50,0.663,19,0.9,2.73,630980.09,118,66,0.529,11,0.9,0.37,606281.37,108,65,0.69,18,1.1,1.27,481247.76,89,62,0.773,9,1.6,0.9,450560.72,74,54,0.656,13,1.6,1.9
NG-SME-03143,food,29,high,9,402320.07,221,216,0.479,24,0.9,2.95,499320.05,332,267,0.557,33,1.6,1.11,566498.22,246,332,0.635,36,1.5,1.42,703507.02,337,307,0.631,36,1.2,1.71,513008.87,206,202,0.711,19,0.8,2.43,551351.73,311,276,0.604,39,1.1,1.66
NG-SME-03144,food,31,high,7,200125.62,464,261,0.758,49,1.5,1.24,161954.13,394,194,0.69,42,2.6,1.99,129717.55,328,184,0.602,34,3.0,1.47,194395.2,428,171,0.476,46,2.6,2.31,190654.16,480,278,0.81,38,2.3,2.88,230139.58,412,343,0.687,56,2.0,1.23
NG-SME-03145,services,25,high,8,488988.14,189,213,0.365,16,2.2,2.65,485788.99,176,152,0.471,14,2.2,3.17,558532.02,195,230,0.434,21,2.8,4.07,561222.82,197,279,0.604,12,0.8,5.16,615254.4,245,314,0.341,29,1.5,2.06,415481.59,166,174,0.436,23,1.6,4.18
NG-SME-03146,retail,17,high,10,451637.56,236,192,0.891,12,2.0,2.81,570989.79,369,212,0.832,24,1.5,2.25,723217.6,406,282,0.766,25,2.0,2.62,400193.2,313,174,0.835,11,2.2,3.38,546211.04,310,225,0.742,30,1.7,2.13,547951.46,316,195,0.644,22,1.4,0.94
NG-SME-03147,services,106,high,12,549214.65,127,92,0.259,14,3.1,3.37,345615.65,71,67,0.496,15,3.6,2.27,458668.9,83,89,0.484,9,2.6,2.81,392527.32,96,65,0.596,18,2.3,3.58,399525.14,105,74,0.608,10,3.9,4.52,452158.96,91,52,0.303,11,2.2,3.67
NG-SME-03148,services,37,high,12,1467833.08,391,145,0.316,15,1.9,2.57,957451.26,247,108,0.276,11,2.5,3.26,1104669.69,281,113,0.614,16,1.7,2.62,1103455.11,393,101,0.636,15,1.6,3.13,1304638.92,312,150,0.418,15,1.6,2.22,1166330.4,368,140,0.519,14,1.8,3.81
NG-SME-03149,transport,46,high,8,820882.03,211,135,0.844,46,1.4,0.48,623779.69,189,133,0.958,36,1.5,2.18,679355.76,249,137,0.844,40,1.9,1.72,831158.3,282,203,1.0,53,1.7,2.27,846740.19,285,237,1.0,55,0.7,1.56,586888.02,186,112,0.668,36,2.5,0.74
NG-SME-03150,retail,23,high,8,707943.56,320,206,0.706,3,1.2,1.45,616208.18,252,172,0.802,2,0.5,0.97,659395.66,332,234,0.684,3,0.7,2.88,834891.93,356,217,0.843,3,1.1,2.69,833153.65,357,305,0.725,2,1.1,3.55,554170.03,278,174,0.656,3,0.8,2.03
NG-SME-03151,retail,20,high,11,953959.22,333,39,0.919,20,2.6,2.08,962045.26,366,75,0.663,26,0.6,2.6,713136.42,245,47,0.712,15,1.3,2.65,915383.04,319,48,0.91,22,0.5,3.18,765760.41,355,53,0.758,15,0.5,3.33,997844.21,367,59,0.763,22,0.5,2.8
NG-SME-03152,retail,9,medium,9,668731.05,192,158,0.714,11,1.7,3.17,891995.4,210,213,0.81,9,1.9,3.73,1002707.61,233,208,0.779,8,2.0,2.35,945492.11,177,232,0.662,13,1.3,3.52,599936.99,161,156,0.647,4,0.8,2.39,748205.59,232,207,0.774,7,2.2,4.23
NG-SME-03153,retail,15,high,4,373221.85,153,186,0.569,13,1.1,1.03,310085.25,116,184,0.801,11,1.2,2.64,428796.24,168,228,0.706,13,0.5,3.03,453541.64,191,222,0.68,13,2.0,3.15,401044.01,152,189,0.756,13,0.7,3.27,293974.21,133,124,0.863,8,0.8,3.08
NG-SME-03154,services,4,low,10,652149.39,224,181,0.298,20,0.5,3.62,542058.45,404,187,0.431,16,1.3,3.4,556736.28,434,233,0.466,27,1.5,2.66,476417.14,258,158,0.454,15,1.6,3.82,610190.59,246,176,0.67,24,1.0,2.46,720362.68,295,230,0.449,22,0.6,3.39
